barcode,订单,在途库存,仓库
6937506208958,RD201905070271,66,0001
6937506208958,RD201905070272,50,0001
6937506208958,RD201905070274,50,0001
6937506208958,RD201905070275,23,0001
6937506208958,RD201905070276,20,0001
YJBOX000048,RD201905070282,268,0001
4987072078501,RD201905080006,1,0001
6949602318400,RD201905080007,1,0001
6949602318462,RD201905080007,11,0001
6970183921185,RD201905080010,24,0001
6970183921192,RD201905080010,52,0001
6970183921185,RD201905080011,208,0001
6970183921192,RD201905080011,208,0001
6970183921215,RD201905080011,80,0001
6970183921185,RD201905080012,100,0001
6970183921192,RD201905080012,3,0001
6970183921215,RD201905080012,2,0001
8809242199341,RD201905080014,89,0001
8809242199341,RD201905080016,3,0001
4901872073696,RD201905080021,11337,0001
8809242199341,RD201905080025,1,0001
6958620702276,RD201905080030,1,0001
6903148141823,RD201905080032,63,0001
6903148242780,RD201905080032,14,0001
6903148270226,RD201905080032,94,0001
1910ST01706W11,RD201905080039,50,0001
9300639602967,RD201905080045,1,0001
9300639602967,RD201905080051,3,0001
9300639602967,RD201905080052,2,0001
YJBOX000005,RD201905080056,57,0001
YJBOX000007,RD201905080056,105,0001
9352969000241,RD201905080058,8,0001
6933179230036,RD201905080060,1,0001
6907992514895,RD201905080070,184,0001
6907992514901,RD201905080070,115,0001
YJBOX000026,RD201905080072,30,0001
6971246193969,RD201905080079,4,0001
6923644281564,RD201905080085,11,0001
6971246190029,RD201905080086,4,0001
6923644282479,RD201905080087,8,0001
6971246198971,RD201905080089,1,0001
6971246198698,RD201905080094,1,0001
YJBOX000024,RD201905080095,40,0001
6922726985109,FO201905070032,2,0001
6955520503101,FO201905070024,1,0001
6955520503101,FO201905070025,32,0001
6922726985031,FO201905070018,1,0001
6941179207248,FO201905070007,9,0001
6920999700344,RD201905080099,1,0001
6971385890552,RD201905080103,992,0001
6920999706667,RD201905080106,16,0001
0ZLMB808AKC04,RD201905080119,5,0001
6923644284978,RD201905080124,306,0001
6902132084023,RD201905080125,54,0001
6906791522407,FO201905070004,3,0001
6950459901189,RD201905080132,1,0001
6950459901196,RD201905080132,1,0001
6923644282479,RD201905080139,10,0001
6970183922601,RD201905080141,1,0001
8806164121450,FO201905060011,1,0001
8806164146408,FO201905060011,2,0001
8806164151266,FO201905060011,1,0001
YJBOX000028,RD201905080144,10,0001
YJBOX000036,RD201905080144,45,0001
YJBOX000002,RD201905080144,18,0001
YJBOX000012,RD201905080144,76,0001
YJBOX000015,RD201905080144,20,0001
YJBOX000014,RD201905080145,20,0001
YJBOX000051,RD201905080145,60,0001
6949602318431,RD201905080148,2,0001
6970269900066,RD201905080153,3,0001
YJBOX000007,RD201905080173,84,0001
4903301186403,RD201905090009,46,0001
2019TX19101001L,RD201905090013,3,0001
2019TX19101001S,RD201905090013,5,0001
2019TX19101001XXL,RD201905090013,10,0001
2019TX19101001XXXL,RD201905090013,1,0001
2019TX19101002M,RD201905090013,8,0001
2019TX19101002S,RD201905090013,23,0001
2019TX19101002XL,RD201905090013,3,0001
2019TX19101002XS,RD201905090013,56,0001
2019TX19101002XXL,RD201905090013,1,0001
2019TX19101002XXXL,RD201905090013,3,0001
2019TX19106002M,RD201905090013,1,0001
2019TX19106002S,RD201905090013,3,0001
2019TX19105001S,RD201905090013,5,0001
2019TX19105001XL,RD201905090013,50,0001
2019TX19105001XXXL,RD201905090013,52,0001
2019TX19105002L,RD201905090013,270,0001
2019TX19105002M,RD201905090013,11,0001
2019TX19105002XL,RD201905090013,10,0001
2019TX19106001XL,RD201905090013,53,0001
2019TX19106002XL,RD201905090013,42,0001
2019TX19106002XXXL,RD201905090013,41,0001
6902132084030,RD201905090021,864,0001
6940471603109,RD201905090029,134,0001
6940471603116,RD201905090029,43,0001
6940471603123,RD201905090029,34,0001
YJBOX000011,RD201905090030,390,CK2018022362896
6940471603109,RD201905090031,57,0001
6940471603116,RD201905090031,21,0001
6940471603123,RD201905090031,60,0001
6940797465368,RD201905090036,2520,0001
6940471601389,RD201905090037,8,0001
6940471601389,RD201905090038,18,0001
6940471601389,RD201905090039,19,0001
6920174759549,RD201905090042,2,0001
6923644281564,RD201905090044,8,0001
6923644281564,RD201905090049,2,0001
6923644282028,RD201905090049,8,0001
6923644282479,RD201905090049,1,0001
6923644281564,RD201905090051,1,0001
6923644282479,RD201905090052,4808,0001
6971246197608,RD201905090053,90,0001
6971246191118,RD201905090054,4,0001
6971246190104,RD201905090055,165,0001
6971246191316,RD201905090055,7,0001
6971246198971,RD201905090055,6,0001
6971246196359,RD201905090056,171,0001
6923615512895,RD201905090057,3,0001
6971246191934,RD201905090058,413,0001
6971246198698,RD201905090058,6,0001
6938457969929,RD201905090062,1,0001
6921988315259,RD201905090071,2,0001
6921988315259,RD201905090073,1,0001
YJBOX000014,RD201905090087,111,0001
6944662522101,RD201905090095,4,0001
8801051154436,RD201905090105,4,0001
6971135300645,RD201905090112,480,0001
YJBOX000007,RD201905090114,266,0001
6951439944745,RD201905090117,12,0001
6926702210391,RD201905090121,12,0001
6926702210407,RD201905090121,6,0001
6926702210407,RD201905090123,1,0001
6926702210391,RD201905090131,3,0001
6926702210407,RD201905090131,1,0001
YJBOX000002,RD201905090143,2,0001
YJBOX000008,RD201905090149,400,0001
YJBOX000007,RD201905090151,1460,0001
YJBOX000010,RD201905090151,1000,0001
6905014300815,RD201905090153,1,0001
6905014300815,RD201905090154,1,0001
6902062901131,FO201905070005,480,0001
4909978700614,RD201905090164,1,0001
6946922504261,RD201905090181,27,0001
4713361321689,RD201905090183,35,0001
6946922504223,RD201905090184,26,0001
YJBOX000008,RD201905100002,40,0001
YJBOX000010,RD201905100002,20,0001
6927564012468,RD201905100004,22,0001
YJBOX000010,RD201905100016,58,0001
6970906461172,RD201905100024,2,0001
6901035614740,RD201905100034,72,0001
6949602318127,RD201905100037,2,0001
6951651533468,RD201905100041,1,0001
6940863606329,RD201905100042,1,0001
6940863606329,RD201905100043,2,0001
6901209302473,RD201905100052,243,0001
6901209302473,RD201905100053,65,0001
6915324839431,RD201905100054,1,0001
6915324006987,RD201905100056,744,0001
6915324006987,RD201905100060,240,0001
6915324006987,RD201905100062,64,0001
YJBOX000008,RD201905100063,46,CK2018022362896
6941153221505,RD201905100080,63,0001
YJBOX000051,RD201905100081,20,0001
6901236357903,RD201905100092,4,0001
6930331891159,FO201905050010,3108,0001
6970128543045,RD201905100096,6,0001
6970128544332,RD201905100096,49,0001
YJBOX000035,RD201905100098,5000,0001
YJBOX000008,RD201905100098,10000,0001
YJBOX000011,RD201905100098,5000,0001
YJBOX000012,RD201905100098,2000,0001
YJBOX000023,RD201905100098,10000,0001
6970128544332,RD201905100099,1,0001
60000000108816,RD201905100099,4,0001
6970128544332,RD201905100102,1,0001
6972030430062,RD201905100111,8,0001
6954256900024,RD201905100113,50,0001
YJBOX000005,RD201905100127,130,0001
YJBOX000012,RD201905100127,290,0001
YJBOX000024,RD201905100129,30,0001
6970887891203,RD201905100130,2633,0001
6970037310141,RD201905100131,2,0001
YJBOX000020,RD201905100132,80,0001
YJBOX000023,RD201905100132,87,0001
1311701312375-1,RD201905100137,60,0001
1311701312565,RD201905100137,50,0001
1311705251731-1,RD201905100137,40,0001
191202421561-1,RD201905100137,80,0001
191202423671-1,RD201905100137,80,0001
191202426023,RD201905100137,50,0001
191202427006-1,RD201905100137,38,0001
191202427303-1,RD201905100137,100,0001
191202723313-1,RD201905100137,100,0001
191202724051-1,RD201905100137,60,0001
191202724075-1,RD201905100137,40,0001
191202764194,RD201905100137,20,0001
192643037250-1,RD201905100137,50,0001
192643038820,RD201905100137,2,0001
192643040014,RD201905100137,10,0001
192643040250-1,RD201905100137,15,0001
192643042483,RD201905100137,15,0001
192643042841-1,RD201905100137,30,0001
192643042889,RD201905100137,20,0001
192643367272,RD201905100137,9,0001
192643594548,RD201905100137,15,0001
192643594586,RD201905100137,10,0001
1961701960449,RD201905100137,10,0001
1961701960455,RD201905100137,20,0001
1961701960486,RD201905100137,30,0001
1961701960487,RD201905100137,30,0001
1961701960491,RD201905100137,20,0001
1991701992960,RD201905100137,40,0001
1991701993112-1,RD201905100137,50,0001
1991701993113-1,RD201905100137,50,0001
1991701993126,RD201905100137,30,0001
1991701993142,RD201905100137,8,0001
1991701993152,RD201905100137,10,0001
1991701993156,RD201905100137,30,0001
1991701993370,RD201905100137,30,0001
1991701993371,RD201905100137,30,0001
1991701993374,RD201905100137,30,0001
1991701993387,RD201905100137,50,0001
1991701993395,RD201905100137,15,0001
1991701993404,RD201905100137,40,0001
1991701993415,RD201905100137,30,0001
1991701993428,RD201905100137,50,0001
1991701993429,RD201905100137,50,0001
1991701993430,RD201905100137,80,0001
1991701993516,RD201905100137,10,0001
1991701993552,RD201905100137,30,0001
1991701993597,RD201905100137,20,0001
1991701993599,RD201905100137,10,0001
1991701993600,RD201905100137,15,0001
2201702200440,RD201905100137,8,0001
2201702200446,RD201905100137,6,0001
2201702200471,RD201905100137,10,0001
2201702200473,RD201905100137,10,0001
2201702200476,RD201905100137,7,0001
2201702200477,RD201905100137,7,0001
2201702200479,RD201905100137,10,0001
2201702200480,RD201905100137,7,0001
2201702200488,RD201905100137,10,0001
2201702200493,RD201905100137,10,0001
889532531950-1,RD201905100137,20,0001
889532534623-1,RD201905100137,20,0001
889532694969-1,RD201905100137,80,0001
889532776245-1,RD201905100137,200,0001
889532863440-1,RD201905100137,70,0001
6970237661210,RD201905100139,1880,0001
6917878052823,RD201905100140,504,0001
6971246199039,FO201905100003,39,0001
6971188160029,RD201905100141,3,0001
6917878020310,RD201905100142,312,0001
6917878052823,RD201905100142,240,0001
6917878052823,RD201905100143,3,0001
5941017014794,RD201905100143,2,0001
6917878020310,RD201905100143,6,0001
5941017014794,RD201905100145,12,0001
6971511850788,FO201905100009,10,0001
6954256901243,RD201905100153,1,0001
6937461401869,RD201905100162,120,0001
6937461401487,RD201905100168,1632,0001
6937461401852,RD201905100168,600,0001
6955694580151,RD201905110017,13,0001
6955694580151,RD201905110019,2,0001
PN201903140008,RD201905110021,300,0001
PN201903140009,RD201905110021,300,0001
6932599245460,RD201905110021,600,0001
6932599245583,RD201905110021,600,0001
YJBOX000002,RD201905110035,50,0001
6937524427331,RD201905110039,142,0001
6971246195062,RD201905110040,74,0001
6971246195062,RD201905110041,473,0001
6901209302473,RD201905110044,54,0001
6901209302473,RD201905110045,668,0001
YJBOX000004,RD201905110047,4,0001
YJBOX000006,RD201905110047,108,0001
YJBOX000007,RD201905110047,127,0001
YJBOX000009,RD201905110047,440,0001
YJBOX000014,RD201905110048,345,0001
YJBOX000024,RD201905110048,65,0001
YJBOX000024,RD201905110051,1,0001
YJBOX000035,RD201905110051,1,0001
YJBOX000004,RD201905110051,1,0001
YJBOX000007,RD201905110051,1,0001
YJBOX000010,RD201905110051,1,0001
6902088135879,RD201905110065,1,0001
YJBOX000013,RD201905120005,42,0001
YJBOX000022,RD201905120005,227,0001
6923644281564,RD201905120010,1,0001
6923644281564,RD201905120011,5,0001
6944186630047,RD201905120012,33,0001
6944186667494,RD201905120012,143,0001
YJBOX000024,RD201905120013,100,0001
YJBOX000004,RD201905120013,31,0001
YJBOX000013,RD201905120013,100,0001
YJBOX000015,RD201905120013,60,0001
6923644286330,RD201905120014,4,0001
BA2-JSF-2MC,RD201905120016,56,0001
BA2-JSF-2XXLC,RD201905120016,105,0001
6937524425238,RD201905120018,2,0001
6937524418605,RD201905120019,2,0001
6937524425429,RD201905120023,1,0001
YJBOX000007,RD201905130002,4,0001
YJBOX000008,RD201905130002,147,0001
YJBOX000010,RD201905130002,138,0001
YJBOX000022,RD201905130002,92,0001
YJBOX000035,RD201905130002,50,0001
6941153221048,RD201905130004,585,0001
6941153221314,RD201905130004,3537,0001
6941153221857,RD201905130004,495,0001
2019TX19101001S,RD201905130005,3,0001
2019TX19101002XL,RD201905130005,1,0001
2019TX19101002XS,RD201905130005,1,0001
2019TX19101002XXL,RD201905130005,2,0001
2019TX19105001L,RD201905130005,52,0001
2019TX19105001M,RD201905130005,1,0001
2019TX19105001XS,RD201905130005,12,0001
2019TX19105001XXL,RD201905130005,95,0001
2019TX19105002L,RD201905130005,9,0001
2019TX19105002XS,RD201905130005,8,0001
2019TX19105002XXL,RD201905130005,9,0001
2019TX19106001L,RD201905130005,5,0001
2019TX19106001XL,RD201905130005,14,0001
2019TX19106002L,RD201905130005,5,0001
2019TX19106002M,RD201905130005,2,0001
2019TX19106002S,RD201905130005,6,0001
2019TX19106002XL,RD201905130005,17,0001
2019TX19106002XXL,RD201905130005,2,0001
YJBOX000051,RD201905130014,240,0001
YJBOX000005,RD201905130014,3024,0001
YJBOX000006,RD201905130014,392,0001
6923644281564,RD201905130018,1,0001
YJBOX000020,RD201905130031,370,0001
6901496202265,RD201905130033,48,0001
4820156631301,RD201905130034,45,0001
4820156631301,RD201905130035,2,0001
YJBOX000020,RD201905130036,5,CK2018022362896
YJBOX000003,RD201905130037,60,CK2018022362896
YJCRM002,RD201905130057,1,0001
6944186667524,RD201905130065,4,0001
6936145989570,RD201905130066,4,0001
YJBOX000006,RD201905130073,392,0001
YJBOX000020,RD201905130073,40,0001
6922560243250,RD201905130075,93,0001
YJBOX000012,RD201905130078,40,0001
6930596821526,RD201905130082,3,0001
YJBOX000004,RD201905130088,1,0001
6959161511846,RD201905130125,4,0001
6971063860518,RD201905130131,2,0001
YJBOX000011,RD201905140002,14,0001
YJBOX000027,RD201905140002,2,0001
YJBOX000014,RD201905140004,2060,0001
YJBOX000005,RD201905140005,1005,0001
YJBOX000008,RD201905140005,2000,0001
YJBOX000020,RD201905140005,15,0001
YJBOX000024,RD201905140005,4000,0001
YJBOX000006,RD201905140007,40,0001
YJBOX000007,RD201905140007,31,0001
YJBOX000008,RD201905140007,3000,0001
YJBOX000010,RD201905140007,775,0001
YJBOX000012,RD201905140007,167,0001
YJBOX000013,RD201905140007,40,0001
8801051160291,RD201905140011,1,0001
9415007037071,RD201905140033,1,0001
6907992513393,RD201905140060,4,0001
6907992513409,RD201905140061,42,0001
6931317100968,RD201905140064,1,0001
6937702923402,RD201905140071,2000,0001
STY007,FO201905130002,10,0001
6917878039831,RD201905140073,1,0001
6917878052304,RD201905140073,2,0001
6917878058702,RD201905140073,630,0001
6917878058726,RD201905140073,630,0001
6917878058733,RD201905140073,630,0001
6917878045634,RD201905140074,300,0001
6917878058702,RD201905140074,120,0001
6917878058726,RD201905140074,120,0001
6917878058733,RD201905140074,120,0001
6940878508458,RD201905140075,1,0001
6917878058702,RD201905140076,370,0001
6917878058726,RD201905140076,370,0001
6917878058733,RD201905140076,370,0001
6940878508458,RD201905140079,1,0001
2019TX19101001M,RD201905140081,1,0001
2019TX19101001XXXL,RD201905140081,1,0001
2019TX19101002M,RD201905140081,3,0001
2019TX19101002XS,RD201905140081,3,0001
2019TX19101002XXL,RD201905140081,2,0001
2019TX19101002XXXL,RD201905140081,1,0001
2019TX19105001S,RD201905140081,10,0001
2019TX19105002M,RD201905140081,2,0001
2019TX19105002XL,RD201905140081,23,0001
2019TX19105002XXL,RD201905140081,18,0001
2019TX19105002XXXL,RD201905140081,3,0001
2019TX19106001L,RD201905140081,58,0001
2019TX19106001M,RD201905140081,2,0001
2019TX19106001XL,RD201905140081,31,0001
2019TX19106001XXL,RD201905140081,73,0001
2019TX19106001XXXL,RD201905140081,10,0001
2019TX19106002S,RD201905140081,5,0001
2019TX19106002XL,RD201905140081,12,0001
2019TX19106002XS,RD201905140081,22,0001
16943524512790,RD201905140085,8,0001
16943524512790,RD201905140087,2,0001
16943524512790,RD201905140088,2,0001
131000052,RD201905140092,2,0001
6931317100968,RD201905140092,2,0001
6931317100968,RD201905140094,15,0001
131000052,RD201905140094,10,0001
6936721900449,RD201905140094,3,0001
6944568202145,RD201905150009,20,0001
6901236352380,RD201905150024,24,0001
YJBOX000051,RD201905150028,211,0001
9415007037071,FO201905140002,27,0001
YJBOX000012,RD201905150031,740,0001
6956523508612,RD201905150034,2,0001
6942700237826,RD201905150035,4,0001
6971223188506,RD201905150039,2,0001
6971223188513,RD201905150039,3,0001
YJBOX000012,RD201905150040,2777,0001
6971223188513,RD201905150041,1,0001
6942700237826,RD201905150041,3,0001
6922239966220,RD201905150043,2,0001
6922239966220,RD201905150044,1,0001
6922239966220,RD201905150046,12,0001
6953349825039,RD201905150051,1,0001
6947991204489,RD201905150052,48,0001
2018MYR188107001L,RD201905150055,42,0001
2018MYR188107001M,RD201905150055,23,0001
2018MYR188107001XL,RD201905150055,60,0001
2018MYR188107001XXL,RD201905150055,45,0001
2018MYR188107001XXXL,RD201905150055,21,0001
2018MYR188107029L,RD201905150055,60,0001
2018MYR188107029M,RD201905150055,23,0001
2018MYR188107029XL,RD201905150055,60,0001
2018MYR188107029XXL,RD201905150055,45,0001
2018MYR188107029XXXL,RD201905150055,23,0001
2018MYR188112030L,RD201905150055,71,0001
2018MYR188112030M,RD201905150055,22,0001
2018MYR188112030XL,RD201905150055,90,0001
2018MYR188112030XXL,RD201905150055,75,0001
2018MYR188112030XXXL,RD201905150055,23,0001
2018MYR188301001L,RD201905150055,24,0001
2018MYR188301001M,RD201905150055,16,0001
2018MYR188301001XL,RD201905150055,23,0001
2018MYR188301001XXL,RD201905150055,22,0001
2018MYR188301001XXXL,RD201905150055,8,0001
2018MYR188301002L,RD201905150055,15,0001
2018MYR188301002M,RD201905150055,15,0001
2018MYR188301002XL,RD201905150055,45,0001
2018MYR188301002XXL,RD201905150055,45,0001
2018MYR188301002XXXL,RD201905150055,15,0001
2018MYR188303001L,RD201905150055,78,0001
2018MYR188303001M,RD201905150055,115,0001
2018MYR188303001XL,RD201905150055,98,0001
2018MYR188303001XXL,RD201905150055,99,0001
2018MYR188303001XXXL,RD201905150055,14,0001
2018MYR188303002L,RD201905150055,133,0001
2018MYR188303002M,RD201905150055,135,0001
2018MYR188303002XL,RD201905150055,135,0001
2018MYR188303002XXL,RD201905150055,148,0001
2018MYR188303002XXXL,RD201905150055,135,0001
2018MYR188319001L,RD201905150055,285,0001
2018MYR188319001M,RD201905150055,180,0001
2018MYR188319001XL,RD201905150055,314,0001
2018MYR188319001XXL,RD201905150055,283,0001
2018MYR188319001XXXL,RD201905150055,149,0001
